org_id remap_id freebase_id
226084 361 226084
270844 362 270844
219682 363 219682
253810 364 253810
191588 365 191588
312860 366 312860
249376 367 249376
190816 368 190816
714530 369 714530
475170 370 475170
1316818 371 1316818
1223900 372 1223900
1059278 373 1059278
637930 374 637930
1164388 375 1164388
616958 376 616958
1247304 377 1247304
1269254 378 1269254
1285944 379 1285944
715716 380 715716
365516 381 365516
637932 382 637932
399444 383 399444
662354 384 662354
810012 385 810012
472704 386 472704
993480 387 993480
704332 388 704332
731434 389 731434
117652 390 117652
1193610 391 1193610
483166 392 483166
122352 393 122352
629344 394 629344
1240964 395 1240964
792598 396 792598
369660 397 369660
444504 398 444504
521580 399 521580
1050700 400 1050700
844128 401 844128
951854 402 951854
1058614 403 1058614
484008 404 484008
176758 405 176758
1259942 406 1259942
558076 407 558076
1053758 408 1053758
686774 409 686774
833782 410 833782
376015 411 376015
950710 412 950710
1282672 413 1282672
1311400 414 1311400
1035002 415 1035002
708984 416 708984
1088428 417 1088428
690538 418 690538
939206 419 939206
1303850 420 1303850
644514 421 644514
614640 422 614640
602716 423 602716
1265802 424 1265802
1305127 425 1305127
1180062 426 1180062
1170618 427 1170618
784130 428 784130
876700 429 876700
389982 430 389982
1303152 431 1303152
986604 432 986604
514920 433 514920
872326 434 872326
936974 435 936974
881970 436 881970
634256 437 634256
800406 438 800406
1229542 439 1229542
1111788 440 1111788
1303808 441 1303808
618772 442 618772
1182116 443 1182116
674652 444 674652
654998 445 654998
944322 446 944322
823902 447 823902
935166 448 935166
1301302 449 1301302
811164 450 811164
574878 451 574878
942934 452 942934
943714 453 943714
848848 454 848848
571142 455 571142
960770 456 960770
715660 457 715660
1240326 458 1240326
378782 459 378782
1304664 460 1304664
854964 461 854964
379838 462 379838
1046908 463 1046908
768326 464 768326
826620 465 826620
593666 466 593666
814234 467 814234
548194 468 548194
471060 469 471060
627428 470 627428
943384 471 943384
951326 472 951326
658622 473 658622
1199684 474 1199684
541594 475 541594
848876 476 848876
515702 477 515702
401554 478 401554
525760 479 525760
950478 480 950478
710170 481 710170
628322 482 628322
1324942 483 1324942
883946 484 883946
805704 485 805704
1046248 486 1046248
538036 487 538036
1008516 488 1008516
713436 489 713436
950264 490 950264
836830 491 836830
1002392 492 1002392
729636 493 729636
959484 494 959484
444478 495 444478
810312 496 810312
646684 497 646684
1068516 498 1068516
421180 499 421180
1153624 500 1153624
702214 501 702214
362824 502 362824
660534 503 660534
145860 504 145860
578192 505 578192
432164 506 432164
806708 507 806708
841480 508 841480
851442 509 851442
1272202 510 1272202
747022 511 747022
391750 512 391750
618110 513 618110
722584 514 722584
685306 515 685306
490356 516 490356
747320 517 747320
555798 518 555798
893524 519 893524
690284 520 690284
515322 521 515322
140140 522 140140
762706 523 762706
82982 524 82982
654452 525 654452
479690 526 479690
647104 527 647104
842270 528 842270
505804 529 505804
1219774 530 1219774
821948 531 821948
506266 532 506266
665382 533 665382
216842 534 216842
1332552 535 1332552
1180656 536 1180656
608418 537 608418
794532 538 794532
1159948 539 1159948
733130 540 733130
981064 541 981064
932548 542 932548
30481 543 30481
628540 544 628540
913222 545 913222
880240 546 880240
610338 547 610338
941884 548 941884
1215660 549 1215660
644490 550 644490
1153034 551 1153034
964414 552 964414
172426 553 172426
1035562 554 1035562
15044 555 15044
908892 556 908892
948488 557 948488
1057992 558 1057992
841542 559 841542
536248 560 536248
1266346 561 1266346
1170624 562 1170624
1077818 563 1077818
814440 564 814440
995660 565 995660
60670 566 60670
528682 567 528682
312322 568 312322
654790 569 654790
845626 570 845626
839478 571 839478
79860 572 79860
728780 573 728780
306906 574 306906
632980 575 632980
515398 576 515398
54566 577 54566
1050058 578 1050058
498224 579 498224
445920 580 445920
1345240 581 1345240
404576 582 404576
1221770 583 1221770
719322 584 719322
1048958 585 1048958
627298 586 627298
508588 587 508588
1046200 588 1046200
541428 589 541428
278809 590 278809
887636 591 887636
1091958 592 1091958
896042 593 896042
75742 594 75742
1056952 595 1056952
253536 596 253536
8467 597 8467
618962 598 618962
1272566 599 1272566
363578 600 363578
889354 601 889354
854228 602 854228
422476 603 422476
667500 604 667500
533422 605 533422
594468 606 594468
729224 607 729224
928478 608 928478
887542 609 887542
604314 610 604314
673658 611 673658
1769 612 1769
406458 613 406458
430706 614 430706
758818 615 758818
631656 616 631656
874112 617 874112
631854 618 631854
1029864 619 1029864
337074 620 337074
799708 621 799708
187850 622 187850
759126 623 759126
802028 624 802028
702928 625 702928
272678 626 272678
531984 627 531984
631660 628 631660
124758 629 124758
819862 630 819862
220926 631 220926
1084036 632 1084036
449542 633 449542
547072 634 547072
233966 635 233966
468916 636 468916
733452 637 733452
26090 638 26090
807164 639 807164
515532 640 515532
881914 641 881914
519498 642 519498
511168 643 511168
482996 644 482996
974826 645 974826
733468 646 733468
320550 647 320550
625390 648 625390
783526 649 783526
812838 650 812838
166170 651 166170
490382 652 490382
471530 653 471530
151362 654 151362
852192 655 852192
196152 656 196152
736456 657 736456
1325746 658 1325746
963844 659 963844
994402 660 994402
1098006 661 1098006
1007244 662 1007244
335610 663 335610
484114 664 484114
144228 665 144228
672842 666 672842
1280842 667 1280842
722080 668 722080
833052 669 833052
38097 670 38097
701188 671 701188
394084 672 394084
994426 673 994426
572350 674 572350
760814 675 760814
683506 676 683506
1332152 677 1332152
1050850 678 1050850
139200 679 139200
1124508 680 1124508
827314 681 827314
1113656 682 1113656
718870 683 718870
691712 684 691712
206886 685 206886
1163876 686 1163876
856314 687 856314
137144 688 137144
28903 689 28903
461546 690 461546
276058 691 276058
830978 692 830978
1157514 693 1157514
376096 694 376096
723280 695 723280
397676 696 397676
921602 697 921602
139166 698 139166
30704 699 30704
1059808 700 1059808
20743 701 20743
965194 702 965194
86192 703 86192
159998 704 159998
408556 705 408556
242856 706 242856
409306 707 409306
296403 708 296403
1343962 709 1343962
56713 710 56713
196320 711 196320
427836 712 427836
242886 713 242886
932802 714 932802
549516 715 549516
1234888 716 1234888
171838 717 171838
878046 718 878046
1076610 719 1076610
26589 720 26589
1333640 721 1333640
629374 722 629374
365070 723 365070
77652 724 77652
1261538 725 1261538
1335042 726 1335042
481434 727 481434
224944 728 224944
441848 729 441848
560720 730 560720
103602 731 103602
60318 732 60318
414930 733 414930
600608 734 600608
125200 735 125200
285934 736 285934
137250 737 137250
371666 738 371666
281634 739 281634
293126 740 293126
579468 741 579468
1074696 742 1074696
801182 743 801182
321716 744 321716
846566 745 846566
1038008 746 1038008
484088 747 484088
450914 748 450914
467596 749 467596
1034860 750 1034860
470846 751 470846
265642 752 265642
409634 753 409634
1066422 754 1066422
224138 755 224138
342762 756 342762
25671 757 25671
64846 758 64846
280384 759 280384
336400 760 336400
194608 761 194608
334330 762 334330
23881 763 23881
126290 764 126290
478138 765 478138
799262 766 799262
584666 767 584666
383604 768 383604
323448 769 323448
673654 770 673654
646076 771 646076
508302 772 508302
482564 773 482564
48044 774 48044
1189242 775 1189242
51345 776 51345
868432 777 868432
1332992 778 1332992
939930 779 939930
129118 780 129118
679990 781 679990
613808 782 613808
614584 783 614584
727526 784 727526
636348 785 636348
1001908 786 1001908
47666 787 47666
615558 788 615558
622130 789 622130
164682 790 164682
852606 791 852606
878272 792 878272
357898 793 357898
484014 794 484014
242512 795 242512
34268 796 34268
1189148 797 1189148
170844 798 170844
684890 799 684890
1094032 800 1094032
842300 801 842300
354886 802 354886
74074 803 74074
1071124 804 1071124
437860 805 437860
1297046 806 1297046
115440 807 115440
280332 808 280332
429062 809 429062
640940 810 640940
189116 811 189116
1239992 812 1239992
474246 813 474246
358740 814 358740
582648 815 582648
582750 816 582750
427140 817 427140
965044 818 965044
292038 819 292038
78104 820 78104
821278 821 821278
405440 822 405440
942390 823 942390
524686 824 524686
615950 825 615950
526000 826 526000
585066 827 585066
483692 828 483692
585064 829 585064
734242 830 734242
93980 831 93980
15305 832 15305
543984 833 543984
357334 834 357334
321770 835 321770
332140 836 332140
57427 837 57427
984894 838 984894
680522 839 680522
372624 840 372624
528192 841 528192
743562 842 743562
403770 843 403770
891040 844 891040
739204 845 739204
200994 846 200994
245090 847 245090
875542 848 875542
378912 849 378912
619692 850 619692
107672 851 107672
563478 852 563478
1301360 853 1301360
1061952 854 1061952
372782 855 372782
1295682 856 1295682
738928 857 738928
542510 858 542510
589862 859 589862
387400 860 387400
189940 861 189940
421540 862 421540
884138 863 884138
206636 864 206636
164228 865 164228
519050 866 519050
840772 867 840772
204562 868 204562
377630 869 377630
410274 870 410274
481380 871 481380
17029 872 17029
727840 873 727840
556434 874 556434
756462 875 756462
851362 876 851362
631674 877 631674
621330 878 621330
431986 879 431986
555984 880 555984
678518 881 678518
520206 882 520206
358280 883 358280
146500 884 146500
880460 885 880460
734570 886 734570
357322 887 357322
428174 888 428174
179174 889 179174
811952 890 811952
789686 891 789686
811950 892 811950
516484 893 516484
1160944 894 1160944
373308 895 373308
837156 896 837156
729646 897 729646
934616 898 934616
393614 899 393614
1025564 900 1025564
377576 901 377576
1196296 902 1196296
170840 903 170840
639536 904 639536
13019 905 13019
613786 906 613786
691629 907 691629
640212 908 640212
640198 909 640198
698362 910 698362
534240 911 534240
557894 912 557894
705770 913 705770
240450 914 240450
32781 915 32781
276894 916 276894
236370 917 236370
116636 918 116636
632782 919 632782
187864 920 187864
44090 921 44090
538664 922 538664
687720 923 687720
449050 924 449050
936952 925 936952
1230878 926 1230878
1158374 927 1158374
948310 928 948310
301456 929 301456
497274 930 497274
911158 931 911158
192084 932 192084
258770 933 258770
383708 934 383708
668114 935 668114
521780 936 521780
692300 937 692300
13034 938 13034
687726 939 687726
314744 940 314744
564552 941 564552
936754 942 936754
258162 943 258162
726470 944 726470
721484 945 721484
621364 946 621364
128908 947 128908
548018 948 548018
271534 949 271534
127214 950 127214
650758 951 650758
166002 952 166002
924980 953 924980
120978 954 120978
123570 955 123570
771686 956 771686
979552 957 979552
328266 958 328266
1024854 959 1024854
1000476 960 1000476
856992 961 856992
1108406 962 1108406
1030206 963 1030206
555696 964 555696
647410 965 647410
946742 966 946742
567564 967 567564
806710 968 806710
656720 969 656720
1163356 970 1163356
1171582 971 1171582
757588 972 757588
1061808 973 1061808
856486 974 856486
495870 975 495870
988574 976 988574
774404 977 774404
646068 978 646068
948850 979 948850
885605 980 885605
1037204 981 1037204
1119880 982 1119880
1092712 983 1092712
810712 984 810712
1150706 985 1150706
1065012 986 1065012
719132 987 719132
121890 988 121890
783758 989 783758
1146324 990 1146324
896264 991 896264
627174 992 627174
501238 993 501238
809304 994 809304
505136 995 505136
343172 996 343172
954790 997 954790
685058 998 685058
373524 999 373524
1005292 1000 1005292
988624 1001 988624
749354 1002 749354
848496 1003 848496
317306 1004 317306
281672 1005 281672
758538 1006 758538
382182 1007 382182
352440 1008 352440
292612 1009 292612
729486 1010 729486
974562 1011 974562
1303982 1012 1303982
539130 1013 539130
812586 1014 812586
50132 1015 50132
573526 1016 573526
494266 1017 494266
529326 1018 529326
850600 1019 850600
520246 1020 520246
816622 1021 816622
770628 1022 770628
1152844 1023 1152844
59583 1024 59583
582450 1025 582450
658624 1026 658624
522094 1027 522094
468698 1028 468698
795718 1029 795718
280012 1030 280012
1025206 1031 1025206
558650 1032 558650
795758 1033 795758
430932 1034 430932
38374 1035 38374
739580 1036 739580
902680 1037 902680
710256 1038 710256
741364 1039 741364
364610 1040 364610
440118 1041 440118
228110 1042 228110
184840 1043 184840
860148 1044 860148
762616 1045 762616
937678 1046 937678
765242 1047 765242
946194 1048 946194
1080408 1049 1080408
713104 1050 713104
892806 1051 892806
918390 1052 918390
913448 1053 913448
1153742 1054 1153742
807904 1055 807904
1011712 1056 1011712
1175200 1057 1175200
887814 1058 887814
977062 1059 977062
903744 1060 903744
1007240 1061 1007240
513244 1062 513244
1208634 1063 1208634
1281492 1064 1281492
1251578 1065 1251578
1140660 1066 1140660
1298780 1067 1298780
996228 1068 996228
950390 1069 950390
944014 1070 944014
1151632 1071 1151632
846480 1072 846480
772462 1073 772462
1323630 1074 1323630
872834 1075 872834
540270 1076 540270
1036342 1077 1036342
1116032 1078 1116032
753140 1079 753140
1357844 1080 1357844
1219332 1081 1219332
751792 1082 751792
1041564 1083 1041564
831458 1084 831458
825684 1085 825684
1294188 1086 1294188
613946 1087 613946
1006562 1088 1006562
1025822 1089 1025822
214008 1090 214008
1121520 1091 1121520
664620 1092 664620
1123198 1093 1123198
992566 1094 992566
956254 1095 956254
536706 1096 536706
1184840 1097 1184840
841132 1098 841132
519406 1099 519406
942752 1100 942752
1015492 1101 1015492
691870 1102 691870
859184 1103 859184
1227150 1104 1227150
1121856 1105 1121856
379702 1106 379702
996610 1107 996610
1121854 1108 1121854
943442 1109 943442
857300 1110 857300
886024 1111 886024
857298 1112 857298
919922 1113 919922
971154 1114 971154
341502 1115 341502
783694 1116 783694
888090 1117 888090
995036 1118 995036
909354 1119 909354
542176 1120 542176
540450 1121 540450
1244764 1122 1244764
874860 1123 874860
1001410 1124 1001410
943898 1125 943898
389190 1126 389190
943842 1127 943842
382516 1128 382516
739992 1129 739992
462620 1130 462620
953614 1131 953614
1052174 1132 1052174
987786 1133 987786
747470 1134 747470
794306 1135 794306
468172 1136 468172
658516 1137 658516
964246 1138 964246
1019008 1139 1019008
550998 1140 550998
507714 1141 507714
852084 1142 852084
375842 1143 375842
416212 1144 416212
421216 1145 421216
573008 1146 573008
257414 1147 257414
690058 1148 690058
405520 1149 405520
824050 1150 824050
584472 1151 584472
52980 1152 52980
514982 1153 514982
942516 1154 942516
599732 1155 599732
776296 1156 776296
886032 1157 886032
461584 1158 461584
555462 1159 555462
439996 1160 439996
491482 1161 491482
591114 1162 591114
980086 1163 980086
1137212 1164 1137212
1278112 1165 1278112
491640 1166 491640
421758 1167 421758
779488 1168 779488
834782 1169 834782
937778 1170 937778
370774 1171 370774
330386 1172 330386
815868 1173 815868
1040480 1174 1040480
591194 1175 591194
746320 1176 746320
289534 1177 289534
820354 1178 820354
711872 1179 711872
687186 1180 687186
956132 1181 956132
719624 1182 719624
616072 1183 616072
754920 1184 754920
768828 1185 768828
1255012 1186 1255012
236676 1187 236676
586534 1188 586534
518152 1189 518152
1211566 1190 1211566
636340 1191 636340
599510 1192 599510
691892 1193 691892
579018 1194 579018
589876 1195 589876
215104 1196 215104
135794 1197 135794
84085 1198 84085
572380 1199 572380
524138 1200 524138
751392 1201 751392
817674 1202 817674
802286 1203 802286
393296 1204 393296
639568 1205 639568
906962 1206 906962
561824 1207 561824
590962 1208 590962
302174 1209 302174
532454 1210 532454
630578 1211 630578
500072 1212 500072
367468 1213 367468
150714 1214 150714
546700 1215 546700
272670 1216 272670
419658 1217 419658
310716 1218 310716
982844 1219 982844
408524 1220 408524
560388 1221 560388
338184 1222 338184
1205382 1223 1205382
274148 1224 274148
1111016 1225 1111016
1023068 1226 1023068
661030 1227 661030
437658 1228 437658
228668 1229 228668
557358 1230 557358
404753 1231 404753
1107110 1232 1107110
406938 1233 406938
538054 1234 538054
432064 1235 432064
1031662 1236 1031662
874828 1237 874828
562432 1238 562432
181564 1239 181564
364642 1240 364642
444286 1241 444286
784508 1242 784508
776150 1243 776150
449456 1244 449456
835510 1245 835510
415284 1246 415284
910544 1247 910544
671084 1248 671084
580316 1249 580316
1218896 1250 1218896
1281654 1251 1281654
310754 1252 310754
487450 1253 487450
1218414 1254 1218414
291962 1255 291962
847460 1256 847460
718680 1257 718680
320484 1258 320484
1296782 1259 1296782
375380 1260 375380
397394 1261 397394
647954 1262 647954
1024734 1263 1024734
436644 1264 436644
1047014 1265 1047014
96638 1266 96638
1104580 1267 1104580
803736 1268 803736
763320 1269 763320
703312 1270 703312
306308 1271 306308
483402 1272 483402
811466 1273 811466
920672 1274 920672
428366 1275 428366
437458 1276 437458
1024832 1277 1024832
1195506 1278 1195506
127438 1279 127438
561594 1280 561594
325686 1281 325686
337202 1282 337202
1364478 1283 1364478
886724 1284 886724
1156624 1285 1156624
453858 1286 453858
461100 1287 461100
305808 1288 305808
1204524 1289 1204524
15892 1290 15892
827278 1291 827278
518038 1292 518038
650276 1293 650276
976330 1294 976330
374368 1295 374368
704300 1296 704300
236832 1297 236832
1165460 1298 1165460
610996 1299 610996
1053634 1300 1053634
897174 1301 897174
819248 1302 819248
1185580 1303 1185580
495082 1304 495082
540813 1305 540813
528114 1306 528114
517404 1307 517404
611904 1308 611904
338804 1309 338804
366760 1310 366760
818294 1311 818294
312788 1312 312788
987254 1313 987254
838004 1314 838004
787458 1315 787458
806998 1316 806998
925970 1317 925970
545934 1318 545934
1103044 1319 1103044
495392 1320 495392
253398 1321 253398
238728 1322 238728
450694 1323 450694
437992 1324 437992
516460 1325 516460
537484 1326 537484
761290 1327 761290
786162 1328 786162
648736 1329 648736
756448 1330 756448
807458 1331 807458
1047330 1332 1047330
903030 1333 903030
838164 1334 838164
807700 1335 807700
952866 1336 952866
908300 1337 908300
305538 1338 305538
636808 1339 636808
835336 1340 835336
674342 1341 674342
867704 1342 867704
812766 1343 812766
1213026 1344 1213026
390104 1345 390104
934464 1346 934464
425094 1347 425094
399024 1348 399024
492172 1349 492172
493770 1350 493770
425742 1351 425742
391054 1352 391054
699808 1353 699808
410522 1354 410522
748182 1355 748182
667816 1356 667816
672926 1357 672926
170732 1358 170732
408054 1359 408054
884648 1360 884648
620040 1361 620040
319628 1362 319628
599272 1363 599272
450884 1364 450884
370926 1365 370926
689530 1366 689530
591186 1367 591186
813490 1368 813490
751154 1369 751154
771210 1370 771210
349380 1371 349380
700116 1372 700116
1128486 1373 1128486
559196 1374 559196
344044 1375 344044
241574 1376 241574
892210 1377 892210
667974 1378 667974
777156 1379 777156
1111882 1380 1111882
379804 1381 379804
1237960 1382 1237960
557586 1383 557586
535076 1384 535076
608272 1385 608272
220812 1386 220812
659068 1387 659068
418476 1388 418476
743152 1389 743152
620184 1390 620184
722070 1391 722070
1092318 1392 1092318
164850 1393 164850
591376 1394 591376
696134 1395 696134
840208 1396 840208
723064 1397 723064
1184506 1398 1184506
444384 1399 444384
1010620 1400 1010620
585550 1401 585550
906160 1402 906160
790288 1403 790288
148158 1404 148158
562720 1405 562720
637908 1406 637908
81534 1407 81534
632394 1408 632394
254788 1409 254788
801416 1410 801416
148032 1411 148032
723068 1412 723068
348940 1413 348940
606572 1414 606572
618128 1415 618128
597142 1416 597142
1013134 1417 1013134
1022836 1418 1022836
681828 1419 681828
860076 1420 860076
317454 1421 317454
753380 1422 753380
452336 1423 452336
377332 1424 377332
451950 1425 451950
609348 1426 609348
496954 1427 496954
666344 1428 666344
890928 1429 890928
971544 1430 971544
444470 1431 444470
312764 1432 312764
424302 1433 424302
536884 1434 536884
964340 1435 964340
549232 1436 549232
971614 1437 971614
708244 1438 708244
402890 1439 402890
569304 1440 569304
95560 1441 95560
205720 1442 205720
454036 1443 454036
706292 1444 706292
797856 1445 797856
745242 1446 745242
808596 1447 808596
876806 1448 876806
738868 1449 738868
125808 1450 125808
552670 1451 552670
701932 1452 701932
536482 1453 536482
788980 1454 788980
909996 1455 909996
363348 1456 363348
365672 1457 365672
645826 1458 645826
379374 1459 379374
484366 1460 484366
312042 1461 312042
490610 1462 490610
483304 1463 483304
385034 1464 385034
384724 1465 384724
483614 1466 483614
382244 1467 382244
383596 1468 383596
109376 1469 109376
698828 1470 698828
46257 1471 46257
692418 1472 692418
477266 1473 477266
512304 1474 512304
93620 1475 93620
97280 1476 97280
12137 1477 12137
378226 1478 378226
45993 1479 45993
46912 1480 46912
848412 1481 848412
1117832 1482 1117832
575308 1483 575308
540090 1484 540090
1240160 1485 1240160
1304420 1486 1304420
1156464 1487 1156464
303202 1488 303202
703972 1489 703972
784194 1490 784194
8075 1491 8075
983254 1492 983254
900004 1493 900004
787082 1494 787082
836292 1495 836292
633330 1496 633330
929494 1497 929494
274750 1498 274750
604626 1499 604626
997596 1500 997596
681824 1501 681824
416442 1502 416442
484070 1503 484070
669060 1504 669060
976738 1505 976738
267144 1506 267144
73776 1507 73776
407646 1508 407646
107080 1509 107080
433102 1510 433102
614930 1511 614930
327282 1512 327282
758034 1513 758034
681662 1514 681662
22253 1515 22253
891028 1516 891028
582056 1517 582056
384094 1518 384094
374976 1519 374976
195172 1520 195172
1288686 1521 1288686
592074 1522 592074
277388 1523 277388
128998 1524 128998
801394 1525 801394
160468 1526 160468
208412 1527 208412
579938 1528 579938
479950 1529 479950
25407 1530 25407
148902 1531 148902
33895 1532 33895
508614 1533 508614
660130 1534 660130
534592 1535 534592
343768 1536 343768
849466 1537 849466
755768 1538 755768
417540 1539 417540
1240362 1540 1240362
653550 1541 653550
428514 1542 428514
953294 1543 953294
412414 1544 412414
1093764 1545 1093764
492224 1546 492224
178242 1547 178242
47712 1548 47712
404944 1549 404944
656024 1550 656024
730320 1551 730320
165376 1552 165376
934992 1553 934992
828420 1554 828420
531400 1555 531400
388446 1556 388446
398020 1557 398020
523406 1558 523406
281508 1559 281508
385402 1560 385402
271228 1561 271228
1048360 1562 1048360
957940 1563 957940
352132 1564 352132
355212 1565 355212
1164278 1566 1164278
1109602 1567 1109602
1061202 1568 1061202
65208 1569 65208
812276 1570 812276
980462 1571 980462
8814 1572 8814
360538 1573 360538
1121676 1574 1121676
310072 1575 310072
1201470 1576 1201470
411446 1577 411446
54520 1578 54520
873506 1579 873506
644926 1580 644926
924702 1581 924702
768334 1582 768334
706050 1583 706050
831866 1584 831866
1023902 1585 1023902
1186774 1586 1186774
854206 1587 854206
629084 1588 629084
1268578 1589 1268578
1207814 1590 1207814
41878 1591 41878
926460 1592 926460
963408 1593 963408
676176 1594 676176
864758 1595 864758
674644 1596 674644
931376 1597 931376
614408 1598 614408
830836 1599 830836
966584 1600 966584
1158590 1601 1158590
378014 1602 378014
877298 1603 877298
1104096 1604 1104096
648120 1605 648120
1199060 1606 1199060
707190 1607 707190
